student_id,date_engaged,paid
274999,2022-05-27,1
274501,2022-05-27,1
272842,2022-05-27,1
275173,2022-05-27,0
274876,2022-05-27,0
275020,2022-05-27,1
271991,2022-05-27,1
274531,2022-05-27,0
262412,2022-05-27,1
275005,2022-05-27,0
266512,2022-05-27,1
269959,2022-05-27,1
261756,2022-05-27,1
263494,2022-05-27,1
259098,2022-05-27,0
274631,2022-05-27,1
271098,2022-05-27,0
268863,2022-05-27,1
274814,2022-05-27,1
260192,2022-05-27,1
268978,2022-05-27,1
272907,2022-05-27,0
275178,2022-05-27,0
274919,2022-05-27,0
271348,2022-05-27,1
274908,2022-05-27,1
265101,2022-05-27,1
275180,2022-05-27,0
268011,2022-05-27,1
274990,2022-05-27,0
259884,2022-05-27,1
275184,2022-05-27,0
272991,2022-05-27,1
273423,2022-05-27,1
269518,2022-05-27,1
258800,2022-01-03,1
258800,2022-01-04,1
258800,2022-01-05,1
258800,2022-01-06,1
258800,2022-01-10,1
258800,2022-01-15,1
258800,2022-01-23,1
258800,2022-02-25,1
258800,2022-02-26,1
258800,2022-02-27,1
258803,2022-01-01,1
258803,2022-01-02,1
258803,2022-01-03,1
258803,2022-01-05,1
258803,2022-01-11,1
258803,2022-02-01,1
258804,2022-01-01,0
258809,2022-01-02,0
258809,2022-01-04,0
258811,2022-01-01,0
258811,2022-01-04,0
258811,2022-01-08,0
258811,2022-01-13,0
258818,2022-05-10,1
258818,2022-03-13,1
258818,2022-03-16,1
258818,2022-03-17,1
258818,2022-03-18,1
258818,2022-03-20,1
258818,2022-01-03,1
258818,2022-01-05,1
258818,2022-01-10,1
258818,2022-01-11,1
258818,2022-01-19,1
258818,2022-01-20,1
258818,2022-01-21,1
258818,2022-02-10,1
258818,2022-02-11,1
258818,2022-04-28,1
258818,2022-04-29,1
258818,2022-04-30,1
258818,2022-01-04,1
258818,2022-03-23,1
258818,2022-01-23,1
258818,2022-03-31,1
258818,2022-04-06,1
258819,2022-01-01,0
258822,2022-01-09,1
258822,2022-01-10,1
258822,2022-01-13,1
258822,2022-01-14,1
258822,2022-01-16,1
258822,2022-01-18,1
258822,2022-01-20,1
258822,2022-01-26,1
258832,2022-01-05,0
258832,2022-01-06,0
258832,2022-01-09,0
258834,2022-01-01,0
258837,2022-01-02,0
258837,2022-01-08,0
258837,2022-01-29,0
258840,2022-01-04,0
258845,2022-01-26,0
258845,2022-02-04,0
258845,2022-02-15,0
258845,2022-01-08,0
258845,2022-01-09,0
258845,2022-01-13,0
258845,2022-01-14,0
258845,2022-01-17,0
258845,2022-01-18,0
258845,2022-01-10,0
258845,2022-01-21,0
258849,2022-01-01,0
258851,2022-01-01,0
258857,2022-01-01,0
258860,2022-01-01,0
258861,2022-01-01,0
258862,2022-01-01,1
258862,2022-01-02,1
258862,2022-01-03,1
258862,2022-01-07,1
258862,2022-01-13,1
258862,2022-01-15,1
258862,2022-01-18,1
258862,2022-01-19,1
258863,2022-01-05,0
258865,2022-01-01,1
258865,2022-01-05,1
258865,2022-01-06,1
258865,2022-01-11,1
258865,2022-01-20,1
258865,2022-02-07,1
258872,2022-01-03,0
258876,2022-01-01,0
258876,2022-01-02,0
258876,2022-01-03,0
258876,2022-01-12,0
258878,2022-01-02,1
258878,2022-01-08,1
258880,2022-01-04,0
258880,2022-01-07,0
258880,2022-01-08,0
258881,2022-01-01,0
258883,2022-01-04,1
258883,2022-01-05,1
258885,2022-01-01,0
258885,2022-01-04,0
258893,2022-01-02,0
258894,2022-01-01,0
258895,2022-01-01,0
258902,2022-01-02,0
258903,2022-01-01,0
258904,2022-01-09,0
258904,2022-01-10,0
258904,2022-01-02,0
258906,2022-01-07,0
258906,2022-01-08,0
258906,2022-01-15,0
258906,2022-01-16,0
258907,2022-04-25,0
258908,2022-01-01,1
258908,2022-01-02,1
258908,2022-01-03,1
258910,2022-01-02,0
258912,2022-01-09,0
258913,2022-01-02,1
258913,2022-01-03,1
258913,2022-02-11,1
258913,2022-02-26,1
258913,2022-02-28,1
258913,2022-05-17,1
258913,2022-05-19,1
258913,2022-01-27,1
258915,2022-01-06,0
258916,2022-04-13,1
258916,2022-04-14,1
258917,2022-01-02,0
258920,2022-01-02,0
258922,2022-01-02,0
258922,2022-01-04,1
258922,2022-01-05,1
258922,2022-02-16,1
258924,2022-01-04,0
258929,2022-03-01,0
258929,2022-03-02,0
258930,2022-02-18,0
258930,2022-02-19,1
258930,2022-02-20,1
258930,2022-02-21,1
258930,2022-02-22,1
258930,2022-02-23,1
258930,2022-03-13,1
258951,2022-01-02,0
258955,2022-01-02,0
258955,2022-01-03,1
258955,2022-01-04,1
258955,2022-01-05,1
258956,2022-05-01,1
258956,2022-05-02,1
258956,2022-05-03,1
258956,2022-05-05,1
258956,2022-05-09,1
258970,2022-01-03,0
258971,2022-01-02,0
258971,2022-01-05,0
258971,2022-01-10,1
258971,2022-02-12,0
258971,2022-02-20,0
258971,2022-02-05,1
258971,2022-01-12,1
258971,2022-01-14,1
258971,2022-01-16,1
258971,2022-01-23,1
258971,2022-02-04,1
258974,2022-01-02,0
258980,2022-01-09,1
258980,2022-01-10,1
258984,2022-01-02,1
258984,2022-01-03,1
258984,2022-01-04,1
258984,2022-01-06,1
258984,2022-01-07,1
258984,2022-03-30,1
258984,2022-04-07,1
258984,2022-04-11,1
258994,2022-01-02,0
258994,2022-01-03,0
258994,2022-01-10,0
258996,2022-01-04,0
258996,2022-01-06,0
258996,2022-01-16,0
258997,2022-01-02,0
259000,2022-01-02,0
259002,2022-01-02,0
259002,2022-01-03,0
259002,2022-01-06,0
259011,2022-01-02,1
259011,2022-01-04,1
259011,2022-02-26,0
259011,2022-03-18,0
259011,2022-03-19,0
259011,2022-03-27,0
259011,2022-03-31,0
259011,2022-04-06,0
259011,2022-04-15,0
259011,2022-04-16,0
259011,2022-04-17,0
259011,2022-03-02,0
259011,2022-04-19,0
259011,2022-04-20,0
259015,2022-01-02,0
259015,2022-01-04,0
259015,2022-01-09,0
259015,2022-01-12,0
259015,2022-01-19,0
259020,2022-01-02,0
259024,2022-01-03,0
259024,2022-01-02,0
259025,2022-01-02,0
259026,2022-01-02,0
259026,2022-01-03,0
259026,2022-01-04,1
259026,2022-01-06,1
259026,2022-01-10,1
259026,2022-01-17,1
259026,2022-01-18,1
259026,2022-01-24,1
259026,2022-03-09,1
259026,2022-03-11,1
259026,2022-03-13,1
259026,2022-03-14,1
259026,2022-03-18,1
259028,2022-01-03,0
259028,2022-01-04,1
259028,2022-01-05,1
259029,2022-01-03,0
259034,2022-01-11,0
259034,2022-01-16,0
259039,2022-01-10,1
259039,2022-01-13,1
259039,2022-01-14,1
259039,2022-01-17,1
259039,2022-01-27,1
259043,2022-01-03,0
259047,2022-01-03,0
259054,2022-04-19,1
259054,2022-02-02,1
259057,2022-01-03,0
259060,2022-01-06,0
259060,2022-01-09,0
259062,2022-01-03,0
259067,2022-01-03,0
259068,2022-01-06,0
259069,2022-01-03,0
259070,2022-02-07,1
259070,2022-02-09,1
259070,2022-02-10,1
259071,2022-01-03,0
259071,2022-01-04,0
259080,2022-01-08,0
259088,2022-01-02,0
259088,2022-01-03,0
259090,2022-01-03,0
259097,2022-01-03,0
259105,2022-01-18,0
259105,2022-01-17,0
259105,2022-01-24,0
259105,2022-01-25,0
259106,2022-01-03,1
259106,2022-01-05,1
259106,2022-01-06,1
259106,2022-04-03,1
259106,2022-04-04,1
259108,2022-01-30,0
259110,2022-01-05,0
259113,2022-01-03,0
259116,2022-01-03,0
259118,2022-01-04,0
259121,2022-01-08,0
259123,2022-01-03,0
259123,2022-04-15,0
259125,2022-01-03,0
259134,2022-01-04,0
259143,2022-01-05,0
259149,2022-01-03,0
259152,2022-01-09,0
259155,2022-01-04,1
259155,2022-01-05,1
259155,2022-01-10,1
259166,2022-01-03,0
259167,2022-01-04,0
259171,2022-01-04,0
259171,2022-01-26,1
259172,2022-01-04,0
259174,2022-01-06,0
259174,2022-01-07,1
259174,2022-02-11,1
259174,2022-02-12,1
259174,2022-02-13,1
259174,2022-02-14,1
259174,2022-02-15,1
259174,2022-02-16,1
259174,2022-03-15,1
259174,2022-03-16,1
259174,2022-03-18,1
259174,2022-03-31,1
259174,2022-04-01,1
259174,2022-01-25,1
259174,2022-01-26,1
259174,2022-01-29,1
259174,2022-01-30,1
259174,2022-02-01,1
259174,2022-02-02,1
259174,2022-02-03,1
259174,2022-01-17,1
259174,2022-01-18,1
259183,2022-02-07,0
259187,2022-01-07,0
259188,2022-01-04,0
259195,2022-01-04,0
259199,2022-01-04,0
259203,2022-01-05,0
259205,2022-01-05,0
259209,2022-01-04,1
259209,2022-01-09,1
259210,2022-01-04,0
259210,2022-01-05,0
259211,2022-01-04,0
259211,2022-01-06,0
259217,2022-01-04,0
259233,2022-01-04,0
259239,2022-01-04,0
259239,2022-01-05,0
259242,2022-01-04,0
259244,2022-01-04,0
259246,2022-01-04,0
259258,2022-01-04,1
259258,2022-01-05,1
259258,2022-01-17,1
259258,2022-01-19,1
259258,2022-03-14,1
259258,2022-03-15,1
259258,2022-03-16,1
259258,2022-03-18,1
259258,2022-01-14,1
259258,2022-01-06,1
259258,2022-01-07,1
259258,2022-01-11,1
259258,2022-01-10,1
259258,2022-04-09,1
259258,2022-01-12,1
259258,2022-01-15,1
259258,2022-01-16,1
259260,2022-01-05,0
259260,2022-01-08,1
259261,2022-01-12,1
259262,2022-01-19,1
259262,2022-02-12,1
259262,2022-02-14,1
259262,2022-02-15,1
259262,2022-02-20,1
259262,2022-02-21,1
259262,2022-05-21,1
259264,2022-01-05,0
259264,2022-01-06,0
259267,2022-01-04,0
259268,2022-01-05,1
259268,2022-01-13,1
259269,2022-01-04,0
259269,2022-01-05,0
259271,2022-01-05,0
259273,2022-01-04,1
259278,2022-01-04,0
259278,2022-01-31,0
259283,2022-01-15,1
259283,2022-01-23,1
259283,2022-04-12,1
259283,2022-01-09,1
259283,2022-04-03,1
259283,2022-04-05,1
259283,2022-04-10,1
259283,2022-04-27,1
259283,2022-04-29,1
259283,2022-01-04,0
259283,2022-01-05,0
259283,2022-01-07,0
259283,2022-01-10,1
259283,2022-01-11,1
259283,2022-01-12,1
259283,2022-01-13,1
259283,2022-01-14,1
259283,2022-01-08,0
259283,2022-01-17,1
259283,2022-01-19,1
259283,2022-01-20,1
259283,2022-01-22,1
259283,2022-01-24,1
259283,2022-01-25,1
259283,2022-04-14,1
259283,2022-04-26,1
259284,2022-01-05,0
259284,2022-01-06,0
259289,2022-01-04,0
259297,2022-01-05,0
259297,2022-01-08,0
259297,2022-01-09,0
259299,2022-01-05,0
259300,2022-03-21,1
259300,2022-05-24,1
259300,2022-01-05,0
259300,2022-01-14,0
259300,2022-01-26,1
259300,2022-01-28,1
259300,2022-01-29,1
259305,2022-01-19,1
259305,2022-01-20,1
259318,2022-01-05,0
259322,2022-01-05,0
259328,2022-01-05,0
259328,2022-01-06,0
259343,2022-01-18,0
259344,2022-01-05,0
259345,2022-01-05,0
259354,2022-01-05,0
259354,2022-01-06,0
259364,2022-01-05,0
259364,2022-01-11,0
259364,2022-01-12,0
259366,2022-01-05,0
259366,2022-01-06,0
259371,2022-01-05,0
259374,2022-01-17,0
259378,2022-01-05,0
259378,2022-01-06,0
259383,2022-05-19,0
259383,2022-05-25,0
259390,2022-01-05,0
259393,2022-01-21,0
259393,2022-01-22,0
259393,2022-02-08,0
259395,2022-02-03,0
259395,2022-03-19,0
259398,2022-01-08,1
259398,2022-01-10,1
259401,2022-01-05,0
259401,2022-01-06,0
259402,2022-03-13,0
259403,2022-01-05,0
259408,2022-01-07,1
259410,2022-01-05,0
259418,2022-01-28,0
259426,2022-01-07,0
259426,2022-01-15,0
259426,2022-01-29,0
259427,2022-01-06,0
259427,2022-01-08,0
259427,2022-01-09,0
259427,2022-01-10,0
259427,2022-01-13,0
259427,2022-01-14,0
259427,2022-01-15,0
259429,2022-01-06,1
259429,2022-01-17,1
259429,2022-01-18,1
259429,2022-01-19,1
259429,2022-01-20,1
259429,2022-01-21,1
259429,2022-01-22,1
259433,2022-01-06,0
259435,2022-01-06,0
259441,2022-01-06,0
259441,2022-01-08,0
259445,2022-01-06,0
259446,2022-01-06,0
259447,2022-01-06,1
259451,2022-01-10,0
259451,2022-01-21,0
259457,2022-01-06,0
259462,2022-01-06,0
259462,2022-01-07,0
259464,2022-01-14,1
259465,2022-01-06,0
259474,2022-02-02,1
259474,2022-02-03,1
259474,2022-02-07,1
259474,2022-01-24,1
259476,2022-01-09,1
259476,2022-01-10,1
259476,2022-01-11,1
259482,2022-01-08,1
259482,2022-01-09,1
259482,2022-01-12,1
259483,2022-01-21,1
259483,2022-01-24,1
259483,2022-05-23,1
259486,2022-01-06,0
259486,2022-01-09,0
259487,2022-01-06,0
259487,2022-01-07,0
259489,2022-01-06,0
259491,2022-05-05,1
259491,2022-05-09,1
259491,2022-05-10,1
259494,2022-02-10,1
259494,2022-02-12,1
259494,2022-01-23,0
259494,2022-01-24,1
259494,2022-01-29,1
259494,2022-01-30,1
259494,2022-02-09,1
259504,2022-01-28,1
259504,2022-01-31,1
259504,2022-04-15,1
259504,2022-04-16,1
259504,2022-04-18,1
259504,2022-04-19,1
259504,2022-04-21,1
259504,2022-01-16,1
259504,2022-01-18,1
259504,2022-01-24,1
259504,2022-01-25,1
259504,2022-01-15,1
259504,2022-04-03,1
259504,2022-04-12,1
259504,2022-04-01,1
259506,2022-01-20,1
259506,2022-01-06,0
259506,2022-01-07,0
259506,2022-01-12,1
259506,2022-02-24,1
259506,2022-02-25,1
259506,2022-02-28,1
259510,2022-01-06,0
259510,2022-01-07,1
259510,2022-01-08,1
259510,2022-01-09,1
259510,2022-01-10,1
259510,2022-01-11,1
259510,2022-01-14,1
259510,2022-01-20,1
259510,2022-02-02,1
259513,2022-01-06,0
259518,2022-01-07,0
259519,2022-01-08,0
259523,2022-01-08,0
259523,2022-01-24,0
259523,2022-01-25,1
259524,2022-01-26,1
259524,2022-01-27,1
259524,2022-01-28,1
259524,2022-01-29,1
259524,2022-02-11,1
259524,2022-02-12,1
259524,2022-02-15,1
259524,2022-02-16,1
259524,2022-02-17,1
259524,2022-03-12,1
259524,2022-03-13,1
259524,2022-02-18,1
259524,2022-02-21,1
259524,2022-01-14,0
259524,2022-02-10,1
259524,2022-02-22,1
259525,2022-01-06,0
259528,2022-01-26,0
259533,2022-01-07,0
259533,2022-01-08,0
259533,2022-03-27,1
259533,2022-03-28,1
259533,2022-03-29,1
259533,2022-05-10,1
259533,2022-05-11,1
259533,2022-05-13,1
259534,2022-01-25,1
259547,2022-01-07,0
259548,2022-01-07,0
259549,2022-01-08,0
259549,2022-01-26,1
259557,2022-01-12,0
259559,2022-01-07,0
259560,2022-01-07,0
259561,2022-01-07,0
259568,2022-02-04,0
259574,2022-01-09,0
259575,2022-01-09,0
259575,2022-01-14,0
259581,2022-01-08,0
259590,2022-01-07,0
259590,2022-01-08,0
259601,2022-01-09,0
259601,2022-01-10,0
259611,2022-01-08,0
259613,2022-01-07,0
259620,2022-01-28,0
259620,2022-02-01,0
259620,2022-02-03,0
259622,2022-01-07,0
259622,2022-01-08,0
259623,2022-01-07,0
259624,2022-01-08,0
259634,2022-01-08,0
259635,2022-01-07,1
259635,2022-01-08,1
259640,2022-01-07,0
259652,2022-01-07,0
259652,2022-01-08,0
259655,2022-01-08,0
259657,2022-01-08,1
259657,2022-05-08,1
259657,2022-01-28,1
259657,2022-01-30,1
259659,2022-01-08,0
259664,2022-01-10,1
259664,2022-01-11,1
259678,2022-01-08,0
259680,2022-03-12,0
259680,2022-03-26,0
259682,2022-01-08,0
259683,2022-01-31,0
259684,2022-01-08,1
259684,2022-01-21,1
259684,2022-02-03,1
259684,2022-02-05,1
259684,2022-02-12,1
259684,2022-02-21,1
259684,2022-02-18,1
259684,2022-02-19,1
259685,2022-01-08,0
259695,2022-01-09,0
259701,2022-01-08,0
259702,2022-01-08,1
259702,2022-01-09,1
259702,2022-03-30,1
259702,2022-04-01,1
259706,2022-01-08,0
259706,2022-01-09,0
259706,2022-01-10,0
259706,2022-01-15,0
259711,2022-01-11,0
259711,2022-01-13,0
259712,2022-01-08,0
259715,2022-01-08,0
259715,2022-01-10,0
259715,2022-01-12,0
259715,2022-01-09,0
259727,2022-01-08,1
259727,2022-01-09,1
259727,2022-01-20,1
259727,2022-01-29,1
259727,2022-01-31,1
259727,2022-02-04,1
259727,2022-02-06,1
259727,2022-02-08,1
259727,2022-02-12,1
259727,2022-02-23,1
259727,2022-02-27,1
259727,2022-02-28,1
259727,2022-03-01,1
259727,2022-03-14,1
259727,2022-03-16,1
259727,2022-03-18,1
259729,2022-01-08,0
259730,2022-01-09,0
259730,2022-01-10,0
259730,2022-01-11,0
259731,2022-01-18,1
259731,2022-01-23,1
259731,2022-01-24,1
259731,2022-01-25,1
259732,2022-01-08,0
259739,2022-01-08,0
259739,2022-01-09,0
259744,2022-01-09,0
259745,2022-01-08,0
259756,2022-01-08,0
259756,2022-01-09,0
259756,2022-01-12,1
259756,2022-01-17,1
259756,2022-01-24,1
259761,2022-01-17,0
259761,2022-01-18,0
259762,2022-01-09,0
259762,2022-04-25,0
259766,2022-01-09,0
259767,2022-01-09,1
259767,2022-01-10,1
259767,2022-01-12,1
259767,2022-01-14,1
259767,2022-01-16,1
259767,2022-01-18,1
259767,2022-04-03,1
259767,2022-04-04,1
259767,2022-04-05,1
259767,2022-04-06,1
259767,2022-04-07,1
259767,2022-04-08,1
259767,2022-04-11,1
259767,2022-04-12,1
259767,2022-04-20,1
259767,2022-04-26,1
259767,2022-04-27,1
259767,2022-04-28,1
259767,2022-04-30,1
259767,2022-05-23,1
259767,2022-05-24,1
259767,2022-02-02,1
259767,2022-02-07,1
259767,2022-02-08,1
259767,2022-02-12,1
259767,2022-02-16,1
259767,2022-02-18,1
259767,2022-02-19,1
259767,2022-03-03,1
259767,2022-03-04,1
259767,2022-03-05,1
259767,2022-03-08,1
259767,2022-05-25,1
259768,2022-01-09,0
259777,2022-01-09,1
259777,2022-01-10,1
259777,2022-01-11,1
259781,2022-01-09,0
259781,2022-01-29,1
259781,2022-02-03,1
259784,2022-01-09,0
259795,2022-01-09,0
259795,2022-01-10,0
259796,2022-01-10,0
259804,2022-01-09,0
259804,2022-01-18,0
259804,2022-01-19,0
259805,2022-01-09,0
259805,2022-02-01,0
259809,2022-01-10,0
259809,2022-01-13,0
259818,2022-01-09,0
259828,2022-01-09,0
259832,2022-01-09,0
259834,2022-01-14,1
259834,2022-01-23,1
259838,2022-01-09,0
259840,2022-01-09,0
259843,2022-01-09,0
259847,2022-01-09,0
259859,2022-02-10,0
259859,2022-02-11,0
259859,2022-02-14,0
259859,2022-02-09,0
259860,2022-01-09,0
259860,2022-01-10,1
259860,2022-04-09,1
259860,2022-04-10,1
259860,2022-04-11,1
259860,2022-04-13,1
259860,2022-04-16,1
259860,2022-04-17,1
259860,2022-04-19,1
259860,2022-04-20,1
259860,2022-04-21,1
259860,2022-04-23,1
259860,2022-03-07,1
259860,2022-03-08,1
259860,2022-03-09,1
259860,2022-03-19,1
259860,2022-03-20,1
259860,2022-03-26,1
259860,2022-04-02,1
259860,2022-04-22,1
259862,2022-01-13,1
259865,2022-01-10,1
259865,2022-01-11,1
259865,2022-01-12,1
259865,2022-01-29,1
259865,2022-01-31,1
259865,2022-02-02,1
259865,2022-02-12,1
259865,2022-02-19,1
259865,2022-02-21,1
259865,2022-03-09,1
259865,2022-03-10,1
259865,2022-01-14,1
259865,2022-01-17,1
259865,2022-01-20,1
259865,2022-03-08,1
259867,2022-01-10,0
259870,2022-01-12,0
259870,2022-02-17,1
259870,2022-03-06,1
259870,2022-03-08,1
259870,2022-03-09,1
259870,2022-03-10,1
259870,2022-05-23,1
259870,2022-05-24,1
259870,2022-05-26,1
259872,2022-01-10,0
259872,2022-01-15,0
259874,2022-01-12,0
259875,2022-01-11,0
259878,2022-01-10,0
259878,2022-01-11,0
259884,2022-04-09,1
259884,2022-04-19,1
259889,2022-01-14,0
259890,2022-01-10,0
259892,2022-01-10,0
259892,2022-01-11,0
259902,2022-01-12,0
259902,2022-01-16,0
259902,2022-01-17,0
259916,2022-01-21,0
259920,2022-01-17,0
259927,2022-01-13,0
259927,2022-01-17,0
259938,2022-01-10,1
259938,2022-01-11,1
259938,2022-01-12,1
259938,2022-01-15,1
259938,2022-01-17,1
259938,2022-01-19,1
259938,2022-02-09,1
259938,2022-02-10,1
259938,2022-02-15,1
259938,2022-01-20,1
259938,2022-01-21,1
259943,2022-01-10,0
259952,2022-01-10,1
259952,2022-01-19,1
259952,2022-01-21,1
259952,2022-01-24,1
259952,2022-01-25,1
259952,2022-01-26,1
259952,2022-04-23,1
259952,2022-04-24,1
259953,2022-01-11,1
259953,2022-01-12,1
259953,2022-02-19,1
259953,2022-01-13,1
259953,2022-01-24,1
259953,2022-01-31,1
259953,2022-01-21,1
259959,2022-01-11,1
259959,2022-01-12,1
259959,2022-01-13,1
259959,2022-01-14,1
259959,2022-01-20,1
259959,2022-01-23,1
259959,2022-01-24,1
259959,2022-01-25,1
259959,2022-01-26,1
259959,2022-01-27,1
259959,2022-02-05,1
259959,2022-02-15,1
259959,2022-02-18,1
259959,2022-02-19,1
259959,2022-02-20,1
259965,2022-01-13,1
259965,2022-01-17,1
259967,2022-01-13,0
259967,2022-01-15,0
259967,2022-01-28,0
259967,2022-02-06,0
259969,2022-01-10,0
259969,2022-01-11,0
259969,2022-01-19,1
259969,2022-01-31,1
259972,2022-01-11,0
259973,2022-01-12,1
259973,2022-01-31,1
259975,2022-01-11,0
259976,2022-01-11,0
259976,2022-01-12,0
259982,2022-01-11,0
259987,2022-01-11,0
259990,2022-01-11,0
259991,2022-01-11,0
259992,2022-01-11,0
259995,2022-01-12,0
259995,2022-01-21,0
259996,2022-01-11,0
259996,2022-01-12,0
259996,2022-01-13,1
259996,2022-01-14,1
259996,2022-01-15,1
259996,2022-05-04,1
259996,2022-05-16,1
259996,2022-05-26,1
260000,2022-01-11,0
260014,2022-01-11,0
260015,2022-01-11,0
260015,2022-01-13,0
260015,2022-01-14,0
260015,2022-01-15,0
260020,2022-01-11,0
260023,2022-01-11,0
260024,2022-01-26,1
260024,2022-03-01,1
260024,2022-03-08,1
260024,2022-03-09,1
260024,2022-03-11,1
260024,2022-03-12,1
260024,2022-03-13,1
260024,2022-03-14,1
260029,2022-01-11,1
260029,2022-01-17,1
260029,2022-01-19,1
260029,2022-01-20,1
260029,2022-01-21,1
260029,2022-01-22,1
260029,2022-01-24,1
260029,2022-01-25,1
260029,2022-01-26,1
260031,2022-01-11,0
260032,2022-01-12,0
260032,2022-01-13,0
260033,2022-01-11,0
260033,2022-01-22,1
260033,2022-02-28,1
260037,2022-01-15,0
260038,2022-03-27,0
260038,2022-03-28,0
260038,2022-03-29,0
260042,2022-01-15,0
260042,2022-01-16,0
260042,2022-02-03,0
260042,2022-03-09,1
260042,2022-04-24,1
260042,2022-04-26,1
260042,2022-04-27,1
260042,2022-04-30,1
260042,2022-04-04,1
260042,2022-04-06,1
260042,2022-04-07,1
260042,2022-04-09,1
260042,2022-04-18,1
260042,2022-04-10,1
260042,2022-04-15,1
260042,2022-04-16,1
260042,2022-04-17,1
260042,2022-04-25,1
260042,2022-05-02,1
260042,2022-05-06,1
260042,2022-05-09,1
260042,2022-05-12,1
260042,2022-05-13,1
260042,2022-05-17,1
260042,2022-05-18,1
260049,2022-01-11,0
260054,2022-01-16,0
260060,2022-01-12,0
260060,2022-01-13,0
260062,2022-01-25,1
260062,2022-01-19,1
260062,2022-01-24,1
260064,2022-01-29,0
260069,2022-01-13,0
260070,2022-01-20,0
260070,2022-01-21,0
260076,2022-01-12,0
260077,2022-01-11,0
260086,2022-01-11,0
260092,2022-01-12,0
260092,2022-01-13,0
260097,2022-01-12,0
